latitude,longitude,2018_forecast,date_recorded
-9.59608383,33.86084491,0,6/13/2018
-6.771698700000001,37.82346185,0,9/27/2018
-5.41803094,32.78502522,0,4/17/2018
-6.29976667,37.44310991,0,12/14/2018
-6.86199999,37.88687839,2,6/4/2018
-1.59857903,31.65326799,2,12/9/2018
-8.91132497,34.98887131,0,1/9/2018
-6.98874758,39.52711433,2,1/20/2018
-4.46052001,29.80857829,0,11/13/2018
-10.91557638,37.41877342,2,6/15/2018
-8.928838699999998,33.54480544,0,1/24/2018
-3.12214007,34.08915375,0,10/7/2018
-8.86866011,34.94546531,0,7/10/2018
-8.68875072,32.06591365,2,4/28/2018
-8.84136926,34.68050209,0,5/16/2018
-4.52564753,30.26413388,0,12/8/2018
-2.54645921,33.16358148,0,1/8/2018
-5.32212056,35.0800974,0,8/16/2018
-4.42476057,33.43789893,0,1/3/2018
-5.10070113,30.90475149,2,11/8/2018
-2e-08,0.0,0,12/5/2018
-10.9753631,39.08229758,0,4/2/2018
-10.73055089,35.98642477,0,3/12/2018
-7.80637606,31.779907799999997,0,11/11/2018
-6.45446888,38.33493265,0,12/19/2018
-6.64260892,36.70991445,2,7/3/2018
-8.17864388,31.52365762,0,12/25/2018
-3.81945703,35.7005422,0,10/29/2018
-9.07440778,33.20344175,0,7/10/2018
-5.17227682,38.76743559,0,3/2/2018
-7.85014451,35.63419525,0,4/19/2018
-3.18469585,36.8272342,0,6/11/2018
-8.68938706,32.06802448,0,1/7/2018
-8.08918663,35.76391894,0,4/15/2018
-8.43639754,33.01476219,2,8/19/2018
-1.13959123,31.51225219,0,9/25/2018
-8.93211477,33.72402918,1,8/8/2018
-8.51078169,34.95840922,0,5/16/2018
-8.19550192,35.2725042,0,4/25/2018
-6.60873088,38.34276796,2,7/29/2018
-9.12973959,34.71600987,0,10/11/2018
-10.60671713,39.77883219,0,12/18/2018
-4.36699297,37.89233459,0,1/24/2018
-3.08465534,37.59718978,2,6/3/2018
-2.15235319,33.50998861,2,5/13/2018
-3.72624692,33.78466711,2,10/10/2018
-2.54922891,30.75176889,0,10/20/2018
-9.20451104,34.89930829,0,3/16/2018
-8.83707693,34.920323100000005,0,11/30/2018
-2.5554992999999997,30.49985221,1,11/29/2018
-9.01509636,32.85025146,0,2/13/2018
-3.36937009,36.78231907,0,7/14/2018
-6.63641192,38.23544422,2,11/30/2018
-3.25083059,35.88015611,0,9/4/2018
-8.91716508,34.5688417,2,4/5/2018
-9.52747959,33.82643865,0,2/18/2018
-5.56948805,30.35823687,0,1/24/2018
-4.14888473,37.82287905,1,1/18/2018
-9.61165417,33.93868915,0,7/14/2018
-3.40154092,37.35509612,2,12/12/2018
-3.81255032,33.10016187,0,3/15/2018
-3.2526794,36.65057433,0,5/4/2018
-9.03216574,33.10623082,0,11/14/2018
-4.43495404,37.95878138,0,12/9/2018
-3.34985393,36.97044487,2,6/6/2018
-4.59970578,29.88356158,0,7/20/2018
-6.70497547,38.93735313,2,5/14/2018
-2.07269915,33.35805782,0,4/10/2018
-6.01081035,37.08879175,0,3/29/2018
-3.64794666,32.16614798,0,3/19/2018
-5.13246175,38.4687019,0,7/1/2018
-2.07363796,33.00023911,2,2/28/2018
-10.99280378,39.33063258,2,9/6/2018
-4.50268446,35.53081946,0,9/17/2018
-8.95920754,33.333789,0,9/11/2018
-4.20136566,33.2773436,2,7/16/2018
-6.26635194,37.50789059,1,3/6/2018
-8.568394699999999,33.0591187,1,10/10/2018
-5.12551864,38.97388970000001,0,10/1/2018
-6.09538776,36.83283068,2,4/20/2018
-2.47636967,31.73311371,2,2/15/2018
-6.03113722,35.62759083,0,4/19/2018
-4.9549518,39.09126059,0,7/9/2018
-7.91507677,35.06153079,0,9/6/2018
-7.42197042,35.87761667,0,12/13/2018
-5.13617489,38.70152604,0,12/23/2018
-3.31993627,37.43964118,0,10/10/2018
-7.36829284,39.24417821,0,6/2/2018
-8.72031632,34.63225535,0,12/22/2018
-10.57239234,38.79470824,0,11/13/2018
-3.2649629,37.5816604,0,8/15/2018
-9.504312599999999,34.3039125,0,2/1/2018
-2e-08,0.0,0,6/6/2018
-7.86001982,35.62422947,0,7/12/2018
-1.29523982,31.45223354,2,10/21/2018
-5.85530454,35.06630886,2,3/12/2018
-6.32118,35.63768716,0,2/10/2018
-3.75139073,33.0849318,2,8/16/2018
-5.79362559,35.91196769,0,6/9/2018
-3.39285751,36.76604605,0,11/14/2018
-4.43681809,30.12658076,1,2/8/2018
-8.95958218,33.30381177,0,10/19/2018
-10.56479172,38.80660601,0,1/5/2018
-5.630633,32.74750562,2,12/4/2018
-8.81026548,32.71120577,0,11/1/2018
-3.83408324,33.06037263,0,12/23/2018
-3.79134872,30.536514299999997,2,1/19/2018
-8.77905499,36.36552941,0,6/10/2018
-4.75461109,39.11013687,2,5/26/2018
-3.69879186,37.67816216,0,12/1/2018
-7.68709583,31.35287524,2,3/21/2018
-4.33258278,30.01709818,0,9/11/2018
-3.59108444,30.70845573,0,1/21/2018
-3.76408399,33.83495799,0,6/11/2018
-3.3307891000000005,36.65864318,0,12/19/2018
-5.10506992,30.39148972,1,6/14/2018
-3.2217387000000004,37.29307888,2,11/27/2018
-3.56849388,33.99969741,0,8/20/2018
-7.90807484,31.53969095,0,5/12/2018
-3.41197674,30.74937852,0,12/29/2018
-6.89558991,37.59776312,0,12/30/2018
-4.26244399,34.84539417,0,12/13/2018
-3.17881406,36.90794506,0,11/3/2018
-3.30450464,35.73363834,0,11/17/2018
-3.30815036,37.37037474,0,4/5/2018
-5.97347421,35.86593887,0,1/11/2018
-10.84665973,39.73445071,0,11/14/2018
-9.24781007,32.6262126,2,1/30/2018
-10.87666127,38.69103275,0,6/29/2018
-2.50530793,30.51219714,0,8/25/2018
-2e-08,0.0,0,12/14/2018
-3.74548548,33.02122705,0,1/14/2018
-9.57524712,33.76897675,0,6/14/2018
-4.38908379,33.43091711,0,10/27/2018
-3.15255484,31.87632762,0,7/2/2018
-2e-08,0.0,0,5/25/2018
-4.30052711,35.25506862,0,11/19/2018
-10.53104474,36.03263045,0,5/17/2018
-8.87481184,33.61237059,0,9/20/2018
-9.63286017,33.8783666,0,4/15/2018
-7.16541013,38.86287361,0,8/3/2018
-3.59878746,30.474380699999998,2,6/18/2018
-8.93900583,32.0258239,0,7/2/2018
-5.10821911,38.78345753,0,12/30/2018
-6.22393508,36.35396378,0,9/21/2018
-7.97201012,31.36602526,2,3/26/2018
-2e-08,0.0,0,8/20/2018
-4.83944178,29.69182833,0,12/1/2018
-11.35532944,34.89217109,0,12/28/2018
-5.92990107,36.04584041,0,3/25/2018
-9.94014777,38.36129061,0,4/28/2018
-9.08290229,34.59648052,0,7/2/2018
-3.28863325,33.50643109,0,3/2/2018
-3.17625599,34.06791698,0,8/10/2018
-10.87676104,37.16959606,0,1/28/2018
-5.63404591,35.70202678,2,7/12/2018
-9.21264691,34.41769364,0,2/13/2018
-8.65868897,31.86585448,0,5/1/2018
-8.73986417,36.714157,0,8/20/2018
-3.34459861,36.6901363,0,10/25/2018
-4.41280954,35.51442025,0,3/9/2018
-3.3144532,37.52655685,2,6/29/2018
-2e-08,0.0,0,7/14/2018
-3.1465134,36.77188524,0,12/23/2018
-11.10267439,34.65294448,0,12/27/2018
-6.84613413,38.189668,0,11/16/2018
-10.56919171,39.73442461,0,1/30/2018
-3.56223676,36.98516699,0,8/27/2018
-4.77413286,30.03804351,0,4/3/2018
-8.56654494,33.45691647,1,7/12/2018
-3.52725556,36.83183178,2,6/25/2018
-2.13334776,31.45298632,0,3/31/2018
-8.95106078,33.72743813,0,4/11/2018
-2.9594595,36.94719085,0,9/24/2018
-5.84463878,37.04899808,2,11/23/2018
-9.61540484,34.401516799999996,0,1/24/2018
-4.50371347,30.20482368,0,9/2/2018
-7.69740663,36.95971049,0,9/13/2018
-3.36932707,36.84681264,0,2/9/2018
-2.15195843,33.46719471,0,9/3/2018
-4.8807539,33.10638261,0,8/28/2018
-2e-08,0.0,0,2/14/2018
-3.17692667,35.91834892,0,12/27/2018
-10.26251276,35.63182868,0,9/25/2018
-9.0613773,34.58307637,0,4/15/2018
-8.14122174,39.18336934,2,7/24/2018
-11.44710356,36.88414665,0,9/28/2018
-6.17159079,36.23490716,1,3/20/2018
-11.3119134,36.96195662,1,1/23/2018
-3.54812862,37.54983568,0,2/23/2018
-3.30046366,37.33476236,0,9/6/2018
-3.3252078999999997,35.66085777,0,2/17/2018
-2.97432722,34.21765613,0,1/28/2018
-8.81788385,36.35436543,0,3/13/2018
-10.45739934,35.33758379,0,8/29/2018
-7.45825658,33.42849515,2,11/21/2018
-4.27140543,32.81860519999999,0,7/5/2018
-3.58425942,36.68729462,0,8/24/2018
-9.87356716,34.50392432,0,4/4/2018
-2.6736728,33.31855816,0,7/22/2018
-8.86304324,32.04720198,2,5/22/2018
-9.12297853,34.76969867,0,4/20/2018
-3.26130463,37.51103348,2,5/12/2018
-4.26978864,37.88913692,0,10/23/2018
-8.46718958,34.99999697,0,2/9/2018
-10.66709242,39.30951061,2,1/7/2018
-10.99183394,36.04384037,2,8/19/2018
-6.77130648,37.819264000000004,0,11/9/2018
-10.92589018,38.11780585,2,4/17/2018
-3.46538763,36.92693499,0,11/2/2018
-9.44602467,33.82500278,0,9/14/2018
-2.99658524,33.09165496,0,2/21/2018
-2.8630691,33.64477524,0,7/12/2018
-7.86736004,35.57900029,0,4/17/2018
-7.10013213,37.23667961,0,11/4/2018
-11.44864298,37.32334128,0,8/17/2018
-7.36693972,30.62028881,2,1/31/2018
-8.66717288,34.85214846,2,1/21/2018
-7.13289579,36.93386583,2,6/26/2018
-2.7845812999999997,30.95668868,0,9/18/2018
-3.79164451,37.64666821,0,3/27/2018
-9.72147456,34.47972070000001,0,1/26/2018
-2.54770471,32.50846356,0,7/24/2018
-11.30350354,34.83510749,0,12/6/2018
-6.8202964999999995,37.06946585,0,6/4/2018
-3.39258445,37.48326369,0,1/26/2018
-3.20928183,37.0304035,0,1/7/2018
-6.72041799,39.04848579,2,11/18/2018
-7.75992386,38.83957764,0,11/29/2018
-3.2451682,37.35486229,2,1/6/2018
-1.21231446,31.82735182,2,10/25/2018
-6.97320593,39.17884933,2,2/27/2018
-8.8435735,33.24888389,0,5/13/2018
-3.29718526,37.27119332,0,6/20/2018
-3.80931874,33.01279745,2,6/7/2018
-4.13690289,35.87087695,0,9/2/2018
-2e-08,0.0,0,7/21/2018
-3.44935828,37.41089685,2,5/24/2018
-3.30484906,36.65918148,0,12/23/2018
-3.6079163,33.46966096,2,11/23/2018
-7.65826289,39.14943018,0,8/7/2018
-1.2126409,31.61498498,0,6/3/2018
-9.99109379,38.96698938,2,5/20/2018
-7.85579928,36.89839974,1,10/16/2018
-8.58236567,34.84505919,0,7/5/2018
-8.75232028,33.44574404,0,4/2/2018
-2.82067589,33.52797453,0,4/12/2018
-4.87487688,29.82376296,0,11/27/2018
-10.90308413,39.57054828,2,5/8/2018
-8.38308888,33.00045117,0,10/23/2018
-9.12239269,34.78207959,0,4/22/2018
-3.45504725,36.85403955,0,1/9/2018
-3.83221112,33.81341932,0,5/16/2018
-11.13603413,38.24224578,0,12/3/2018
-9.20234087,34.70473384,0,2/16/2018
-9.86254017,39.07821972,0,3/25/2018
-3.85714836,33.28236873,0,7/2/2018
-4.34519815,37.89366796,0,3/12/2018
-6.40813861,38.67500341,2,2/9/2018
-1.63276881,31.52611967,0,5/27/2018
-3.1403548999999997,30.87464627,0,3/30/2018
-3.12675292,37.63139468,0,11/13/2018
-3.02923374,35.68945716,0,9/14/2018
-11.09305121,37.17327799,2,8/22/2018
-10.47927001,35.76409768,0,1/31/2018
-9.52034219,37.8425512,0,6/19/2018
-5.59165039,38.51700167,0,11/24/2018
-4.558200599999999,38.24712015,0,3/12/2018
-6.33743009,31.1714637,2,1/16/2018
-3.79671202,33.46572835,0,4/25/2018
-2.54204907,30.757502799999997,0,3/11/2018
-9.49554502,34.77865965,2,11/22/2018
-7.95432001,38.97994393,0,5/13/2018
-3.11107714,37.59859374,2,4/3/2018
-3.27751494,32.88151654,0,7/2/2018
-5.10792723,30.38713168,1,5/3/2018
-3.35811482,36.67331251,2,11/20/2018
-6.4395627,35.59538597,0,11/26/2018
-7.10135725,39.40299419,0,9/20/2018
-3.59727464,36.66190504,0,3/31/2018
-6.12962635,36.984230200000006,2,11/20/2018
-3.0049507,37.07324427,0,12/5/2018
-9.50647981,35.00739367,2,5/29/2018
-10.27672535,40.10847456,0,1/6/2018
-3.36690118,32.23969163,0,8/4/2018
-1.21680448,31.62715349,1,7/30/2018
-10.21443688,36.13462601,0,10/11/2018
-3.69931833,33.92608597,2,1/3/2018
-10.79699534,36.96560789,2,6/30/2018
-4.36732057,37.88986452,1,3/19/2018
-8.464787,35.00818338,0,3/22/2018
-10.80867395,39.00497633,2,9/1/2018
-6.5532638,38.98411519,2,7/14/2018
-9.260030800000001,35.14300047,0,10/26/2018
-7.102952,31.16922705,0,6/29/2018
-3.24751324,33.447801500000004,2,2/3/2018
-7.09627911,39.43371534,2,5/21/2018
-3.24463312,37.60416022,0,4/6/2018
-3.64201467,30.83762891,2,12/29/2018
-1.48524922,33.98362709,2,12/25/2018
-3.52920727,36.77912479,0,2/24/2018
-7.66514101,31.55517538,2,8/18/2018
-3.33966151,36.64845034,0,1/6/2018
-10.6347662,38.60065259,0,9/5/2018
-4.50713784,30.10273337,1,5/15/2018
-3.27581345,35.85723778,0,8/12/2018
-8.82142407,33.23896133,0,1/7/2018
-5.27095179,38.84415565,2,4/27/2018
-3.7849057999999998,33.12878044,0,2/3/2018
-4.6619485,38.24505193,0,9/6/2018
-3.18887189,37.20540435,0,12/25/2018
-9.08118607,35.09692286,0,8/3/2018
-10.92611097,38.11997743,0,7/27/2018
-8.83605681,33.24316217,0,10/28/2018
-4.7494209000000005,38.34557798,0,11/14/2018
-9.83372178,39.58807065,0,5/13/2018
-7.16360762,35.75921856,0,3/9/2018
-3.86294405,33.05290406,0,7/25/2018
-6.5605825,38.89308551,2,5/2/2018
-7.87280492,32.48621516,0,12/4/2018
-7.26866031,38.01900608,0,12/13/2018
-4.38214578,35.33581003,0,4/12/2018
-6.90224954,37.56776372,0,9/24/2018
-8.98619944,33.6605602,2,11/11/2018
-8.78741457,35.80320256,0,7/30/2018
-6.72825787,38.83858791,0,1/4/2018
-8.99872192,33.66509152,0,5/29/2018
-8.11294506,35.40879448,0,7/3/2018
-9.37148289,34.24695325,0,11/10/2018
-3.25022121,37.59855768,2,6/25/2018
-4.21202061,35.43676476,0,1/27/2018
-7.35113771,36.28278515,2,1/3/2018
-7.48850571,31.02011166,0,4/1/2018
-7.71758867,35.91395802,0,2/27/2018
-9.13627542,34.78081095,0,10/20/2018
-10.60630124,38.75638427,0,7/28/2018
-6.84217298,33.25824958,0,12/1/2018
-6.64092051,38.78819288,0,5/9/2018
-2.81886868,31.75690383,0,12/13/2018
-9.89158573,35.34810051,0,8/24/2018
-7.32666569,39.22813309,0,1/23/2018
-6.87248615,37.08265447,0,8/23/2018
-3.27796788,37.60550564,2,9/2/2018
-9.0881705,34.98635681,0,12/4/2018
-4.02988782,34.90730493,0,8/26/2018
-10.53427849,36.02151061,0,6/13/2018
-10.90191427,39.11203037,2,1/5/2018
-3.87439647,33.26558713,0,10/16/2018
-3.17637233,34.30392413,0,8/9/2018
-4.7475472000000005,29.69282676,1,4/5/2018
-6.78131392,38.85538191,2,5/23/2018
-7.31978574,38.90402162,0,2/4/2018
-9.72901698,34.79339337,0,3/17/2018
-7.27108392,38.790974299999995,0,10/23/2018
-4.563839700000001,38.25670091,0,3/9/2018
-4.10007773,32.89848608,0,2/4/2018
-7.10179035,39.00010861,0,12/9/2018
-8.91545457,33.09696393,0,5/12/2018
-3.23459106,33.13340374,0,8/11/2018
-3.56992741,30.62278791,0,5/9/2018
-7.83669775,31.51069241,0,12/14/2018
-4.27929971,38.05373317,2,5/10/2018
-6.06749222,35.52795009,0,7/11/2018
-3.48722933,36.81280558,2,8/29/2018
-7.59014094,36.99765607,0,3/28/2018
-4.34943584,34.34938384,2,12/2/2018
-6.37243735,36.55646735,1,3/3/2018
-4.76804596,29.64793205,1,7/13/2018
-9.18968342,34.67564069,0,6/6/2018
-6.14614159,36.1945552,2,12/7/2018
-3.15937362,33.32829159,0,4/12/2018
-4.21969903,32.88778684,0,4/9/2018
-7.75288928,31.06049127,0,9/4/2018
-8.18619122,31.51670542,0,7/13/2018
-5.25727852,38.54516639,0,4/19/2018
-8.93950556,33.19362237,2,8/2/2018
-3.55049322,36.91578552,0,5/25/2018
-3.87833847,33.52206697,0,1/24/2018
-4.21637305,33.24683363,0,3/22/2018
-2.34388649,32.48102458,0,2/1/2018
-1.49075217,33.98649901,2,1/16/2018
-9.51626067,35.00284765,2,8/5/2018
-4.6675996,38.26204353,0,2/20/2018
-2.45428074,32.20144687,0,11/15/2018
-4.79319402,38.22917276,0,2/11/2018
-9.84568307,34.49341359,0,9/22/2018
-6.12010157,38.4059458,0,11/20/2018
-3.09536601,34.08777811,0,8/25/2018
-7.10763364,39.38913797,0,8/15/2018
-6.70295524,37.61765733,0,7/5/2018
-10.11745269,38.59841982,2,10/2/2018
-5.17532431,38.7854576,0,7/14/2018
-5.11538727,38.78423244,0,10/20/2018
-4.51556434,35.79284444,1,11/6/2018
-10.32506494,38.75159512,2,4/1/2018
-7.84847244,31.17657926,0,10/26/2018
-3.28840021,37.55061829,2,2/19/2018
-6.90190842,39.44163826,0,1/31/2018
-7.41749909,39.25586996,0,12/27/2018
-10.79262244,37.124036600000004,2,2/19/2018
-3.29510498,37.384505700000005,0,1/4/2018
-4.57232332,30.29392803,2,5/1/2018
-9.14435762,34.02816938,0,2/24/2018
-3.29445697,37.33750934,0,9/12/2018
-9.25518964,38.99315731,1,1/25/2018
-6.51620381,38.88491495,2,10/28/2018
-4.13497676,37.95085516,2,1/18/2018
-6.44305304,38.90877855,0,7/9/2018
-9.44325017,33.94732577,0,3/31/2018
-6.38347804,35.89378179,2,12/15/2018
-7.420656500000001,39.02538594,0,8/27/2018
-7.85364993,36.8938688,0,2/28/2018
-7.03154219,36.49807768,0,7/29/2018
-4.45507773,29.91365688,0,3/21/2018
-4.3241225,30.072180100000004,1,7/18/2018
-9.90286201,39.11931398,1,3/11/2018
-4.25968622,32.77056167,0,12/16/2018
-3.75997333,37.58822234,0,12/16/2018
-9.89920556,37.9228468,0,2/21/2018
-7.70517682,36.94933741,0,3/17/2018
-10.16058464,39.95981636,0,8/11/2018
-10.8140368,35.21865697,0,4/9/2018
-3.32106957,36.96582154,0,4/1/2018
-7.55501198,37.04407976,0,9/10/2018
-3.91752002,33.05168302,0,10/19/2018
-2.83350351,33.52741962,0,6/2/2018
-4.26373615,33.61860112,2,1/29/2018
-5.00758563,38.42991551,0,11/15/2018
-8.31955912,36.12458333,0,2/9/2018
-3.477757,37.60017121,0,2/7/2018
-9.68703952,34.48010737,0,4/30/2018
-5.30721266,38.6379396,0,1/13/2018
-10.69588398,36.04431196,0,12/25/2018
-9.29217,34.67756553,0,8/21/2018
-3.34740782,36.96414702,0,7/1/2018
-2e-08,0.0,2,2/15/2018
-8.25902787,35.42447999,0,10/6/2018
-1.33369854,31.75404436,0,11/29/2018
-10.70236514,38.53662232,0,1/20/2018
-6.46228226,38.32831948,0,11/13/2018
-3.86590618,33.19288483,0,8/18/2018
-4.4842508,30.15802804,0,1/6/2018
-7.05661653,38.74481472,0,11/4/2018
-3.44214478,33.81524867,0,1/1/2018
-4.60465381,35.8033711,1,12/26/2018
-4.56498639,35.80132553,0,3/10/2018
-3.44166124,31.89493405,2,11/20/2018
-1.67766041,34.29157805,0,7/14/2018
-5.67943677,38.88593156,2,3/28/2018
-9.34143877,34.17887054,0,12/2/2018
-3.74702273,33.25045393,0,4/2/2018
-3.41939862,36.75916018,0,8/28/2018
-8.84645501,34.1115539,0,12/10/2018
-2.9958472,34.25644023,0,12/21/2018
-10.9138826,36.08483856,2,7/18/2018
-1.38578104,31.50434571,0,2/11/2018
-3.15696421,34.32154177,2,11/17/2018
-7.04104642,38.97356376,0,11/2/2018
-5.11619226,38.71281967,0,7/21/2018
-10.95524842,37.23245087,0,2/26/2018
-1.76501198,33.96307757,0,6/28/2018
-2.53075133,31.69514651,2,3/31/2018
-3.61321707,37.67524025,2,12/20/2018
-3.28148687,37.36406257,2,9/16/2018
-3.6024107000000005,33.53642426,0,5/17/2018
-10.02970191,38.85296314,2,9/10/2018
-3.33275629,37.48989428,0,6/8/2018
-6.13876222,37.61516508,0,12/26/2018
-10.59052702,36.81736271,2,5/9/2018
-9.22787315,33.11236992,2,4/7/2018
-3.27186256,37.22321463,0,12/19/2018
-3.32005312,37.34028687,0,7/22/2018
-9.018736599999999,34.62732988,0,3/14/2018
-10.54666682,38.68873692,0,5/18/2018
-3.18222311,34.18813213,0,6/14/2018
-2e-08,0.0,1,11/8/2018
-4.30233993,34.69893606,0,8/24/2018
-4.12138622,32.70635561,0,12/19/2018
-9.94576837,39.32440422,1,2/11/2018
-6.69601536,35.58055715,0,8/12/2018
-1.56028832,31.17302557,0,2/1/2018
-4.51404171,37.91758089,1,1/15/2018
-9.60961559,34.46720492,0,9/21/2018
-4.87377259,32.8356512,2,7/29/2018
-8.39023469,31.81774569,2,3/1/2018
-10.3085438,40.14849132,0,3/29/2018
-9.08448985,34.79124481,0,11/29/2018
-4.724289499999999,38.35606753,0,4/13/2018
-3.24695351,37.28742845,2,9/22/2018
-6.58966561,38.84709509,2,7/10/2018
-4.4006049,35.49199897,0,12/21/2018
-2e-08,0.0,0,5/6/2018
-10.40988387,39.97562125,0,9/30/2018
-2e-08,0.0,0,1/4/2018
-11.02520037,39.15542431,0,11/2/2018
-3.98266954,35.33852576,0,11/5/2018
-10.7952992,38.61905949,2,10/7/2018
-3.28117787,34.03356563,0,2/23/2018
-2.682506,32.98957441,0,10/11/2018
-3.34722743,36.64870859,0,11/19/2018
-8.35209396,31.83729936,0,1/16/2018
-2.95651324,34.14457925,1,3/23/2018
-7.59934122,36.99682521,0,7/12/2018
-5.87831098,35.11376403,2,10/2/2018
-8.78069049,35.80970965,0,8/17/2018
-4.4836218,38.23641817,0,2/27/2018
-1.54851555,31.51247434,0,2/10/2018
-10.63982117,36.06279717,0,4/17/2018
-11.0190739,39.27078821,0,7/21/2018
-2.75755562,33.15133011,2,1/2/2018
-6.13539848,35.93791175,0,12/17/2018
-9.7257709,39.58169206,2,1/18/2018
-5.41738797,35.61637401,0,1/8/2018
-3.1860387,34.30308178,0,4/9/2018
-6.71901889,36.18107383,0,3/31/2018
-3.23726621,37.31231195,0,6/21/2018
-7.83285197,38.95340262,0,5/28/2018
-3.95792936,33.14853021,0,5/11/2018
-8.855927900000001,33.63814585,2,5/15/2018
-1.98819412,34.12826279,0,9/18/2018
-5.56419578,38.91683883,2,7/31/2018
